idade,genero,pcd,ufOndeMora,cargoAtual,nivel,tempoDeExperienciaemDados,tempodeExperienciaEmTi
52,Masculino,Não,SP,,,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27,Masculino,Não,MG,Analista de Negócios/Business Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
36,Masculino,Não,SP,,,Mais de 10 anos,de 7 a 10 anos
33,Masculino,Não,MG,Cientista de Dados/Data Scientist,Sênior,Mais de 10 anos,de 3 a 4 anos
33,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
39,Feminino,Não,DF,,,Mais de 10 anos,de 5 a 6 anos
41,Feminino,Não,ES,,,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Masculino,Não,RS,Analytics Engineer,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
24,Masculino,Não,RJ,Cientista de Dados/Data Scientist,Júnior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
26,Masculino,Não,SP,Cientista de Dados/Data Scientist,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
37,Masculino,Não,SP,Analista de Dados/Data Analyst,Sênior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
38,Masculino,Não,SC,,,de 5 a 6 anos,Mais de 10 anos
36,Masculino,Não,MG,Cientista de Dados/Data Scientist,Pleno,Menos de 1 ano,Mais de 10 anos
33,Feminino,Não,SP,,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
41,Feminino,Não,SP,Analista de Dados/Data Analyst,Pleno,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
34,Masculino,Prefiro não informar,SP,,,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Masculino,Não,SP,Analista de Dados/Data Analyst,Sênior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,SP,Analista de BI/BI Analyst,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
26,Feminino,Não,MG,Cientista de Dados/Data Scientist,Júnior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Masculino,Não,ES,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
19,Masculino,Não,SP,Outra Opção,Júnior,Menos de 1 ano,Menos de 1 ano
37,Feminino,Não,SP,,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
34,Masculino,Não,BA,Outra Opção,Júnior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Masculino,Não,CE,Cientista de Dados/Data Scientist,Sênior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
41,Masculino,Não,RS,,,Mais de 10 anos,de 5 a 6 anos
28,Masculino,Não,DF,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 3 a 4 anos,de 3 a 4 anos
27,Feminino,Sim,SP,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
45,Masculino,Não,PR,Analista de Negócios/Business Analyst,Júnior,Menos de 1 ano,de 5 a 6 anos
63,Masculino,Não,SP,Outra Opção,Júnior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
26,Masculino,Sim,SP,Cientista de Dados/Data Scientist,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31,Masculino,Não,SP,Analytics Engineer,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28,Feminino,Não,RS,Analista de Dados/Data Analyst,Júnior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Masculino,Não,SC,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 5 a 6 anos,Menos de 1 ano
29,Masculino,Não,MG,Cientista de Dados/Data Scientist,Sênior,de 3 a 4 anos,de 1 a 2 anos
39,Masculino,Não,SP,,,Mais de 10 anos,de 1 a 2 anos
30,Masculino,Não,MG,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
22,Masculino,Não,MG,Cientista de Dados/Data Scientist,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
44,Prefiro não informar,Não,RJ,Cientista de Dados/Data Scientist,Sênior,de 7 a 10 anos,Mais de 10 anos
24,Masculino,Não,RS,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 3 a 4 anos,de 1 a 2 anos
27,Masculino,Não,RJ,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 5 a 6 anos,de 3 a 4 anos
22,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
23,Feminino,Não,PB,Analytics Engineer,Júnior,de 1 a 2 anos,Menos de 1 ano
45,Masculino,Não,BA,,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
34,Masculino,Não,RN,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
26,Masculino,Não,AL,Cientista de Dados/Data Scientist,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
37,Masculino,Não,SC,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
25,Feminino,Não,PE,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 3 a 4 anos,de 1 a 2 anos
50,Masculino,Não,SP,Cientista de Dados/Data Scientist,Sênior,de 3 a 4 anos,Mais de 10 anos
41,Feminino,Não,MG,Cientista de Dados/Data Scientist,Sênior,de 3 a 4 anos,Mais de 10 anos
30,Feminino,Não,BA,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Feminino,Não,SP,,,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,SP,,,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27,Masculino,Não,PR,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
35,Masculino,Não,DF,Cientista de Dados/Data Scientist,Júnior,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Masculino,Não,PR,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28,Feminino,Não,SP,Outra Opção,Pleno,Menos de 1 ano,Menos de 1 ano
34,Masculino,Não,RJ,Cientista de Dados/Data Scientist,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
22,Masculino,Não,PB,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
47,Masculino,Não,SP,Analista de Negócios/Business Analyst,Júnior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
32,Masculino,Não,CE,Analista de Dados/Data Analyst,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
41,Feminino,Não,SP,,,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31,Masculino,Não,PR,Analista de Dados/Data Analyst,Sênior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
32,Masculino,Não,RJ,,,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Masculino,Não,ES,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
35,Masculino,Não,SP,,,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
45,Feminino,Não,SP,Estatístico,Pleno,de 3 a 4 anos,Menos de 1 ano
47,Masculino,Não,GO,Outra Opção,Júnior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
35,Feminino,Não,SP,Outra Opção,Pleno,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
38,Masculino,Não,SP,,,de 5 a 6 anos,de 7 a 10 anos
29,Masculino,Não,PE,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 3 a 4 anos,Menos de 1 ano
51,Feminino,Não,SP,,,de 3 a 4 anos,Mais de 10 anos
29,Masculino,Não,MG,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Pleno,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31,Feminino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 3 a 4 anos,de 1 a 2 anos
37,Feminino,Não,PR,,,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
47,Masculino,Não,RJ,,,Mais de 10 anos,de 7 a 10 anos
31,Masculino,Não,ES,,,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Feminino,Prefiro não informar,MG,Cientista de Dados/Data Scientist,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
22,Masculino,Não,GO,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
35,Masculino,Não,PB,Analista de BI/BI Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
41,Masculino,Não,SP,,,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
37,Masculino,Não,MG,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 5 a 6 anos,de 7 a 10 anos
34,Prefiro não informar,Prefiro não informar,TO,Analytics Engineer,Júnior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,SP,Analista de Negócios/Business Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
48,Masculino,Não,SP,,,de 7 a 10 anos,Mais de 10 anos
29,Masculino,Não,PR,Analista de BI/BI Analyst,Sênior,de 7 a 10 anos,de 3 a 4 anos
28,Feminino,Não,RJ,Cientista de Dados/Data Scientist,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Feminino,Não,SP,Cientista de Dados/Data Scientist,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
66,Masculino,Não,DF,Cientista de Dados/Data Scientist,Sênior,de 5 a 6 anos,Mais de 10 anos
29,Masculino,Não,SP,,,de 7 a 10 anos,Menos de 1 ano
27,Masculino,Não,SC,,,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27,Masculino,Não,RJ,Analytics Engineer,Júnior,de 3 a 4 anos,de 3 a 4 anos
26,Masculino,Não,PE,Outra Opção,Pleno,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
39,Masculino,Não,PR,,,Mais de 10 anos,de 3 a 4 anos
24,Feminino,Não,PA,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 3 a 4 anos,de 3 a 4 anos
38,Masculino,Não,SP,,,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31,Masculino,Não,SP,,,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Feminino,Não,SP,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Pleno,de 1 a 2 anos,de 3 a 4 anos
36,Masculino,Não,RS,Analista de BI/BI Analyst,Pleno,de 3 a 4 anos,de 1 a 2 anos
24,Masculino,Não,PR,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
41,Masculino,Não,CE,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Sênior,de 3 a 4 anos,Mais de 10 anos
27,Masculino,Não,AM,Analista de Suporte/Analista Técnico,Júnior,de 7 a 10 anos,Menos de 1 ano
34,Masculino,Não,SC,Analista de BI/BI Analyst,Pleno,de 5 a 6 anos,de 7 a 10 anos
28,Masculino,Não,DF,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 3 a 4 anos,Menos de 1 ano
35,Masculino,Não,SP,Analista de Dados/Data Analyst,Sênior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,RJ,Outra Opção,Júnior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28,Feminino,Não,SP,,,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
50,Masculino,Não,MG,Analista de Negócios/Business Analyst,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
37,Masculino,Não,MG,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Masculino,Não,SP,Analista de BI/BI Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
38,Masculino,Sim,DF,Analista de Suporte/Analista Técnico,Pleno,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31,Masculino,Não,RS,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
43,Masculino,Não,SP,Analista de Dados/Data Analyst,Sênior,de 7 a 10 anos,Mais de 10 anos
31,Feminino,Não,SP,,,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,SP,Analista de Suporte/Analista Técnico,Pleno,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
40,Masculino,Prefiro não informar,PR,,,Mais de 10 anos,Mais de 10 anos
38,Masculino,Não,TO,Analista de Dados/Data Analyst,Sênior,de 7 a 10 anos,de 7 a 10 anos
27,Masculino,Não,GO,Cientista de Dados/Data Scientist,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
38,Masculino,Não,SP,Analytics Engineer,Sênior,de 7 a 10 anos,de 1 a 2 anos
32,Masculino,Não,PR,Analista de BI/BI Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
22,Feminino,Não,SC,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,de 1 a 2 anos,Menos de 1 ano
25,Masculino,Não,,Analista de Dados/Data Analyst,Pleno,de 5 a 6 anos,Menos de 1 ano
27,Masculino,Não,SP,Analista de BI/BI Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,MS,Outra Opção,Pleno,de 1 a 2 anos,de 1 a 2 anos
